feedback_id,order_id,customer_name,feedback_text,sentiment,rating,created_at
7797,3217,Eshani Kaur,"Package was late, no update from driver.",Negative,2,2025-03-02 16:14:49
7798,1606,Kiara Bawa,"Package was late, no update from driver.",Positive,1,2025-01-13 10:08:11
7799,8798,Heer Balasubramanian,"Package was late, no update from driver.",Neutral,1,2025-03-31 16:23:04
7800,3888,Indranil Arya,"Good service, on time delivery.",Positive,5,2025-01-17 21:59:26
7801,2037,Lavanya Bakshi,"Package was late, no update from driver.",Negative,5,2025-03-27 01:13:25
7802,1413,Nirvaan Vyas,"Good service, on time delivery.",Neutral,2,2025-08-06 21:49:11
7803,1143,Kimaya Mall,"Delivery never came, wrong address issue.",Positive,3,2025-01-13 03:57:18
7804,3568,Vedika Ratti,"Good service, on time delivery.",Positive,2,2025-03-02 07:42:52
7805,5106,Gatik Balan,"Good service, on time delivery.",Negative,5,2025-01-30 12:43:26
7806,8795,Tiya Balay,Driver was polite but package was delayed.,Neutral,4,2025-03-29 00:15:56
7807,5163,Dhanush Devan,"Package was late, no update from driver.",Positive,5,2025-02-10 08:03:24
7808,1562,Ayesha Saraf,"Package was late, no update from driver.",Neutral,1,2025-07-10 01:32:32
7809,1309,Darshit Divan,Package cancelled due to stock issue.,Negative,4,2025-04-15 23:33:31
7810,1349,Anahi Iyengar,Driver was polite but package was delayed.,Positive,4,2025-05-19 08:05:42
7811,8086,Advika Chaudhuri,"Package was late, no update from driver.",Positive,3,2025-05-12 04:51:40
7812,9294,Anaya Saha,Package cancelled due to stock issue.,Positive,4,2025-02-07 16:12:34
7813,1624,Divyansh Bhatti,"Delivery never came, wrong address issue.",Neutral,5,2025-02-25 22:09:20
7814,5031,Vivaan Kuruvilla,"Delivery never came, wrong address issue.",Positive,3,2025-04-11 09:57:38
7815,8042,Madhup Khanna,"Good service, on time delivery.",Negative,2,2025-07-27 04:09:44
7816,7123,Miraan Yohannan,"Good service, on time delivery.",Neutral,4,2025-03-02 02:41:58
7817,6517,Anay Gour,"Good service, on time delivery.",Positive,5,2025-04-01 21:04:45
7818,127,Kavya Choudhury,"Good service, on time delivery.",Negative,5,2025-03-10 17:34:21
7819,691,Siya Chander,"Good service, on time delivery.",Neutral,4,2025-02-22 14:22:23
7820,7630,Arnav Bhalla,"Good service, on time delivery.",Positive,2,2025-02-15 22:47:13
7821,4753,Zeeshan Anand,Package cancelled due to stock issue.,Negative,2,2025-02-20 06:14:55
7822,8645,Lakshay Jhaveri,Package cancelled due to stock issue.,Negative,3,2025-03-12 23:44:49
7823,475,Jivin Bava,"Package was late, no update from driver.",Negative,3,2025-01-03 00:30:27
7824,850,Indranil Gole,"Good service, on time delivery.",Positive,4,2025-07-16 06:25:41
7825,3256,Parinaaz Mandal,Driver was polite but package was delayed.,Neutral,2,2025-06-30 08:25:26
7826,6469,Anvi Chaudhary,"Good service, on time delivery.",Negative,5,2025-02-02 21:37:55
7827,1043,Rohan Brahmbhatt,"Package was late, no update from driver.",Neutral,1,2025-04-03 09:16:56
7828,9660,Kaira Raju,"Delivery never came, wrong address issue.",Negative,5,2025-01-12 08:45:54
7829,2294,Misha Sangha,"Package was late, no update from driver.",Negative,5,2025-03-26 02:01:19
7830,487,Piya Ben,"Delivery never came, wrong address issue.",Neutral,4,2025-02-02 08:59:29
7831,45,Khushi Jaggi,"Package was late, no update from driver.",Neutral,3,2025-06-18 08:36:30
7832,9816,Zain Sarkar,Driver was polite but package was delayed.,Negative,4,2025-04-10 03:54:31
7833,1695,Aaina Toor,"Good service, on time delivery.",Neutral,3,2025-05-27 22:00:25
7834,1841,Faiyaz Dugar,Package cancelled due to stock issue.,Positive,1,2025-04-22 08:50:01
7835,508,Adah Dar,"Delivery never came, wrong address issue.",Negative,1,2025-06-08 12:57:32
7836,3754,Shaan Bajaj,Package cancelled due to stock issue.,Neutral,4,2025-04-30 18:56:28
7837,7971,Aniruddh Dhillon,"Package was late, no update from driver.",Positive,1,2025-03-27 03:56:41
7838,5969,Tushar Dora,"Good service, on time delivery.",Negative,2,2025-07-05 09:08:38
7839,3476,Nitya Ganguly,Driver was polite but package was delayed.,Positive,3,2025-08-28 04:18:43
7840,1780,Mohanlal Kant,"Package was late, no update from driver.",Neutral,4,2025-01-30 20:47:45
7841,4543,Darshit Savant,Driver was polite but package was delayed.,Negative,1,2025-03-23 22:30:26
7842,797,Farhan Dhillon,"Good service, on time delivery.",Negative,4,2025-02-27 18:39:43
7843,7746,Madhup Deo,Package cancelled due to stock issue.,Neutral,5,2025-05-25 04:47:57
7844,8598,Tara Chadha,"Package was late, no update from driver.",Neutral,4,2025-01-04 03:35:12
7845,6340,Ishita Ravi,"Package was late, no update from driver.",Neutral,5,2025-05-14 14:08:17
7846,9007,Jayant Bahri,Package cancelled due to stock issue.,Positive,1,2025-03-01 01:55:23
7847,8671,Aradhya Apte,Package cancelled due to stock issue.,Negative,1,2025-08-21 06:39:05
7848,1348,Kimaya Toor,Driver was polite but package was delayed.,Negative,5,2025-06-06 02:48:48
7849,7582,Stuvan Manda,Package cancelled due to stock issue.,Neutral,5,2025-05-26 02:45:40
7850,188,Romil Garg,"Delivery never came, wrong address issue.",Neutral,1,2025-05-05 16:25:29
7851,8106,Sara Chaudhary,"Package was late, no update from driver.",Positive,2,2025-02-01 09:21:09
7852,7381,Badal Kalla,"Delivery never came, wrong address issue.",Positive,5,2025-03-29 12:00:15
7853,2077,Nayantara Lal,Driver was polite but package was delayed.,Negative,4,2025-07-05 01:12:13
7854,508,Riaan Loke,Driver was polite but package was delayed.,Positive,4,2025-05-07 18:50:31
7855,1999,Hunar Mallick,"Good service, on time delivery.",Neutral,1,2025-02-21 16:55:13
7856,7405,Keya Wadhwa,"Package was late, no update from driver.",Neutral,5,2025-08-12 04:23:42
7857,5718,Arhaan Kadakia,"Good service, on time delivery.",Neutral,1,2025-05-24 12:58:33
7858,1312,Akarsh Das,"Good service, on time delivery.",Positive,3,2025-09-03 02:20:27
7859,907,Anay Tandon,"Package was late, no update from driver.",Positive,5,2025-07-14 14:38:07
7860,300,Myra Divan,Driver was polite but package was delayed.,Negative,2,2025-06-02 04:37:24
7861,2825,Azad Raval,"Good service, on time delivery.",Negative,2,2025-08-06 02:51:10
7862,7487,Shalv Shroff,"Package was late, no update from driver.",Positive,2,2025-03-01 18:14:56
7863,2225,Dharmajan Gola,Package cancelled due to stock issue.,Positive,3,2025-02-07 09:21:07
7864,5379,Darshit Gill,"Delivery never came, wrong address issue.",Positive,2,2025-07-12 23:48:31
7865,2225,Hansh Dani,"Package was late, no update from driver.",Positive,1,2025-06-11 23:48:56
7866,8427,Eshani Walia,"Delivery never came, wrong address issue.",Neutral,2,2025-08-09 16:37:34
7867,269,Badal Luthra,Package cancelled due to stock issue.,Positive,3,2025-02-14 06:56:37
7868,7721,Yakshit Golla,Driver was polite but package was delayed.,Positive,3,2025-03-20 03:19:39
7869,1008,Mannat Rao,Driver was polite but package was delayed.,Neutral,2,2025-06-01 14:09:59
7870,3356,Neysa Keer,Driver was polite but package was delayed.,Positive,5,2025-05-23 18:20:08
7871,3142,Stuvan Bhagat,Package cancelled due to stock issue.,Negative,3,2025-06-30 06:27:47
7872,2211,Tejas Goda,"Delivery never came, wrong address issue.",Positive,3,2025-07-13 04:45:18
7873,5488,Sana Varghese,"Delivery never came, wrong address issue.",Negative,1,2025-03-04 00:43:18
7874,2279,Advika Rastogi,Driver was polite but package was delayed.,Neutral,3,2025-08-06 20:23:20
7875,4122,Kabir Sibal,Package cancelled due to stock issue.,Negative,5,2025-04-11 09:12:53
7876,5283,Alia Kala,Driver was polite but package was delayed.,Neutral,4,2025-04-01 08:46:49
7877,9748,Veer Mangal,Driver was polite but package was delayed.,Neutral,4,2025-04-18 04:50:45
7878,8362,Oorja Jain,Driver was polite but package was delayed.,Neutral,2,2025-07-08 04:16:42
7879,9473,Emir Mangat,Driver was polite but package was delayed.,Neutral,2,2025-08-08 06:50:32
7880,6665,Sahil Dugar,Driver was polite but package was delayed.,Negative,5,2025-08-09 23:31:31
7881,6878,Vivaan Bawa,"Delivery never came, wrong address issue.",Negative,1,2025-06-19 22:36:32
7882,3684,Kiaan Vaidya,"Package was late, no update from driver.",Negative,2,2025-02-16 23:38:02
7883,6904,Azad Johal,Driver was polite but package was delayed.,Neutral,3,2025-03-19 02:00:55
7884,8751,Myra Chandra,Package cancelled due to stock issue.,Neutral,5,2025-03-02 23:48:19
7885,4587,Bhavin Seshadri,"Package was late, no update from driver.",Neutral,3,2025-07-12 06:41:30
7886,6555,Seher Kashyap,Package cancelled due to stock issue.,Neutral,4,2025-02-03 23:50:01
7887,7575,Rasha Bhat,Driver was polite but package was delayed.,Negative,1,2025-07-24 19:03:51
7888,2818,Eva Bava,"Delivery never came, wrong address issue.",Neutral,5,2025-02-12 06:09:36
7889,53,Adah Mane,"Good service, on time delivery.",Neutral,4,2025-06-19 23:25:10
7890,724,Shanaya Mann,Driver was polite but package was delayed.,Neutral,3,2025-04-13 04:58:29
7891,2751,Vardaniya Biswas,Driver was polite but package was delayed.,Neutral,3,2025-03-25 10:47:02
7892,719,Abram Tella,Package cancelled due to stock issue.,Negative,3,2025-05-27 19:02:35
7893,4209,Indrajit Ramanathan,Driver was polite but package was delayed.,Neutral,5,2025-06-24 10:34:18
7894,832,Reyansh Ganesan,"Delivery never came, wrong address issue.",Neutral,4,2025-08-07 16:43:50
7895,2201,Jayan Chawla,"Good service, on time delivery.",Neutral,3,2025-07-29 16:35:14
7896,3131,Priyansh Sani,"Good service, on time delivery.",Neutral,5,2025-01-01 15:56:13
7897,2939,Uthkarsh Gandhi,Package cancelled due to stock issue.,Neutral,3,2025-05-13 06:18:53
7898,8062,Ivana Subramaniam,Driver was polite but package was delayed.,Negative,3,2025-01-31 12:44:05
7899,9776,Zara Sen,Driver was polite but package was delayed.,Negative,3,2025-02-01 11:35:37
7900,8693,Samar Cheema,"Delivery never came, wrong address issue.",Negative,1,2025-08-14 15:00:15
7901,1992,Krish Bansal,Package cancelled due to stock issue.,Negative,2,2025-05-13 23:40:18
7902,2953,Samar Chauhan,"Package was late, no update from driver.",Positive,4,2025-03-27 17:06:16
7903,9057,Tara Sarin,Driver was polite but package was delayed.,Positive,3,2025-01-24 06:33:05
7904,5029,Jayesh Walla,"Package was late, no update from driver.",Positive,4,2025-06-06 21:10:25
7905,5904,Nakul Ganesan,Package cancelled due to stock issue.,Negative,3,2025-02-14 14:17:01
7906,8289,Jayant Dar,Package cancelled due to stock issue.,Negative,3,2025-08-31 02:45:21
7907,5794,Navya Mand,"Delivery never came, wrong address issue.",Neutral,4,2025-09-07 05:17:22
7908,1747,Aradhya Mane,"Delivery never came, wrong address issue.",Neutral,5,2025-03-31 22:38:30
7909,7871,Pihu Kohli,"Good service, on time delivery.",Neutral,3,2025-07-03 10:12:52
7910,5011,Vidur Sathe,"Good service, on time delivery.",Negative,3,2025-07-30 06:48:22
7911,9792,Taran Malhotra,"Good service, on time delivery.",Positive,4,2025-08-22 18:34:00
7912,9085,Shamik Bail,Driver was polite but package was delayed.,Positive,4,2025-03-21 20:49:54
7913,9851,Gatik Kapoor,Package cancelled due to stock issue.,Neutral,3,2025-01-11 15:18:04
7914,5076,Ira Sarma,"Delivery never came, wrong address issue.",Neutral,4,2025-03-12 06:09:24
7915,7415,Taran Koshy,Package cancelled due to stock issue.,Neutral,5,2025-03-01 09:40:41
7916,7106,Lakshit Bansal,Driver was polite but package was delayed.,Positive,5,2025-04-13 17:20:53
7917,3878,Fateh Saran,"Good service, on time delivery.",Neutral,3,2025-08-29 02:06:32
7918,588,Ayesha Bail,Driver was polite but package was delayed.,Neutral,4,2025-01-25 04:28:09
7919,6442,Arnav Jaggi,Package cancelled due to stock issue.,Neutral,1,2025-06-03 06:56:23
7920,4457,Lakshit Dhar,Driver was polite but package was delayed.,Neutral,4,2025-09-08 12:30:03
7921,5130,Abram Balakrishnan,"Package was late, no update from driver.",Negative,4,2025-03-12 23:16:55
7922,4754,Kimaya Swaminathan,"Package was late, no update from driver.",Neutral,4,2025-06-17 10:48:55
7923,3318,Anahi Biswas,Driver was polite but package was delayed.,Neutral,1,2025-04-30 21:37:26
7924,3303,Kimaya Rao,Package cancelled due to stock issue.,Negative,1,2025-05-25 12:26:36
7925,5049,Ryan Gokhale,Driver was polite but package was delayed.,Negative,2,2025-08-13 06:21:32
7926,1774,Inaaya  Uppal,"Good service, on time delivery.",Positive,5,2025-04-17 13:04:17
7927,1137,Hrishita Sastry,Package cancelled due to stock issue.,Negative,2,2025-04-18 17:57:20
7928,3568,Purab Dora,"Delivery never came, wrong address issue.",Positive,1,2025-02-27 09:34:32
7929,4803,Tiya Lad,"Good service, on time delivery.",Positive,1,2025-08-26 14:52:20
7930,8200,Samarth Krishnamurthy,Driver was polite but package was delayed.,Negative,3,2025-07-16 12:36:00
7931,3921,Nirvaan Mani,"Good service, on time delivery.",Positive,5,2025-04-05 00:12:53
7932,805,Yasmin Sama,"Package was late, no update from driver.",Neutral,3,2025-07-26 07:00:24
7933,9517,Arhaan Mannan,"Package was late, no update from driver.",Neutral,2,2025-05-18 01:11:34
7934,6709,Baiju Sha,"Delivery never came, wrong address issue.",Negative,2,2025-08-17 12:43:13
7935,9183,Jayant Bhardwaj,Driver was polite but package was delayed.,Positive,1,2025-05-25 12:45:41
7936,8814,Adah Gaba,"Package was late, no update from driver.",Negative,3,2025-03-11 04:03:13
7937,7743,Lakshit Sen,"Good service, on time delivery.",Positive,4,2025-03-19 04:11:14
7938,327,Rati Upadhyay,"Good service, on time delivery.",Negative,4,2025-04-25 09:26:16
7939,6537,Anahita Tripathi,Driver was polite but package was delayed.,Negative,4,2025-01-10 04:48:54
7940,7357,Anika Bajwa,Package cancelled due to stock issue.,Positive,3,2025-03-30 09:55:56
7941,3441,Sumer Dhar,"Good service, on time delivery.",Negative,1,2025-06-30 22:55:09
7942,2854,Navya Karnik,Package cancelled due to stock issue.,Positive,1,2025-04-22 23:09:12
7943,2700,Vedika Raval,Driver was polite but package was delayed.,Neutral,2,2025-05-06 17:37:05
7944,1779,Adira Date,Driver was polite but package was delayed.,Negative,2,2025-05-03 19:47:51
7945,5746,Lavanya Chaudry,"Package was late, no update from driver.",Negative,2,2025-02-21 04:04:55
7946,5306,Rania Dhar,"Package was late, no update from driver.",Neutral,1,2025-01-29 05:03:45
7947,3478,Mahika Manda,Package cancelled due to stock issue.,Neutral,3,2025-08-29 17:26:59
7948,825,Taran Sangha,Driver was polite but package was delayed.,Neutral,4,2025-06-05 14:46:57
7949,938,Kashvi Kalita,"Package was late, no update from driver.",Negative,1,2025-05-24 11:44:12
7950,7779,Kartik Khare,"Delivery never came, wrong address issue.",Positive,5,2025-02-12 03:49:18
7951,1734,Nitya Ramakrishnan,"Package was late, no update from driver.",Neutral,2,2025-09-05 06:56:26
7952,435,Ryan Sagar,"Delivery never came, wrong address issue.",Neutral,3,2025-03-03 11:25:18
7953,1781,Raghav Gulati,"Package was late, no update from driver.",Positive,1,2025-07-20 14:09:57
7954,2583,Sara Banerjee,"Package was late, no update from driver.",Negative,1,2025-03-31 06:37:37
7955,9253,Hiran Shenoy,Driver was polite but package was delayed.,Positive,5,2025-06-22 08:54:13
7956,8620,Abram Bassi,"Good service, on time delivery.",Negative,4,2025-08-11 07:42:49
7957,476,Indranil Chauhan,"Delivery never came, wrong address issue.",Neutral,3,2025-08-16 08:24:18
7958,5316,Parinaaz Jain,Driver was polite but package was delayed.,Positive,3,2025-03-10 06:05:20
7959,3312,Tejas Garde,Driver was polite but package was delayed.,Neutral,5,2025-05-04 12:15:04
7960,9427,Alia Sarma,Package cancelled due to stock issue.,Negative,3,2025-05-20 14:04:32
7961,8747,Rania Sandhu,Package cancelled due to stock issue.,Negative,4,2025-08-22 13:12:27
7962,4416,Yakshit Goel,Package cancelled due to stock issue.,Positive,1,2025-06-24 12:59:30
7963,5896,Raunak Khatri,Driver was polite but package was delayed.,Positive,1,2025-01-26 22:07:48
7964,8421,Adira Savant,"Package was late, no update from driver.",Negative,3,2025-03-30 19:28:24
7965,1456,Gatik Rao,Package cancelled due to stock issue.,Negative,2,2025-05-31 20:38:29
7966,1561,Samiha Sarin,"Package was late, no update from driver.",Positive,1,2025-05-27 01:26:03
7967,9266,Indrajit Solanki,"Delivery never came, wrong address issue.",Positive,1,2025-01-23 23:36:55
7968,2600,Shaan Dutta,"Delivery never came, wrong address issue.",Negative,3,2025-04-22 21:35:23
7969,6587,Siya Bahl,"Package was late, no update from driver.",Negative,4,2025-05-10 02:10:07
7970,9013,Samarth Warrior,"Package was late, no update from driver.",Negative,4,2025-02-12 18:05:40
7971,4730,Shlok Bali,"Delivery never came, wrong address issue.",Neutral,4,2025-05-29 17:59:32
7972,9605,Pari Wali,"Delivery never came, wrong address issue.",Negative,5,2025-04-05 09:44:57
7973,8784,Vaibhav Buch,"Package was late, no update from driver.",Positive,3,2025-07-04 04:09:02
7974,2489,Kiara Gopal,"Delivery never came, wrong address issue.",Neutral,4,2025-08-17 14:09:10
7975,1735,Ayesha Sridhar,Driver was polite but package was delayed.,Positive,5,2025-01-17 21:49:37
7976,3310,Dharmajan Rastogi,Package cancelled due to stock issue.,Positive,2,2025-05-30 12:32:57
7977,1008,Pari Swaminathan,Package cancelled due to stock issue.,Positive,5,2025-03-27 04:55:11
7978,3566,Nayantara Kulkarni,"Package was late, no update from driver.",Positive,5,2025-08-01 17:16:59
7979,8102,Kartik Mahal,"Good service, on time delivery.",Positive,2,2025-04-09 20:20:13
7980,2042,Kiara Jhaveri,Package cancelled due to stock issue.,Negative,5,2025-06-16 15:15:38
7981,4245,Abram Chahal,"Delivery never came, wrong address issue.",Neutral,1,2025-06-09 08:44:47
7982,1870,Jivin Sha,"Delivery never came, wrong address issue.",Negative,4,2025-05-23 07:13:49
7983,4850,Kaira Bains,Package cancelled due to stock issue.,Negative,5,2025-02-09 02:44:15
7984,2933,Hansh Dash,"Delivery never came, wrong address issue.",Negative,1,2025-08-29 13:51:59
7985,6003,Riaan Sawhney,"Good service, on time delivery.",Negative,1,2025-09-06 16:02:49
7986,2560,Khushi Loke,"Good service, on time delivery.",Neutral,3,2025-09-07 23:32:06
7987,4259,Drishya Shenoy,"Good service, on time delivery.",Neutral,2,2025-05-01 02:03:37
7988,6355,Prisha Choudhury,"Package was late, no update from driver.",Neutral,2,2025-08-23 10:27:30
7989,5870,Uthkarsh Iyer,Package cancelled due to stock issue.,Negative,2,2025-08-04 20:06:53
7990,7921,Ivan Koshy,"Delivery never came, wrong address issue.",Positive,1,2025-03-24 05:33:41
7991,1147,Manjari Behl,Package cancelled due to stock issue.,Neutral,4,2025-08-06 19:51:04
7992,9210,Ira Butala,"Package was late, no update from driver.",Positive,3,2025-06-18 00:47:55
7993,5738,Eva Contractor,"Package was late, no update from driver.",Neutral,3,2025-07-30 15:16:20
7994,1471,Shalv Lad,"Delivery never came, wrong address issue.",Negative,3,2025-01-08 03:47:43
7995,7147,Nayantara Batta,Driver was polite but package was delayed.,Negative,3,2025-03-27 17:50:20
7996,9938,Kashvi Warrior,"Good service, on time delivery.",Neutral,4,2025-07-30 05:17:17
7997,6715,Samarth Brar,"Good service, on time delivery.",Negative,3,2025-03-29 11:59:51
7998,189,Diya Sehgal,"Delivery never came, wrong address issue.",Negative,2,2025-07-14 11:49:24
7999,6715,Divij Sibal,Package cancelled due to stock issue.,Neutral,1,2025-01-28 19:53:06
8000,9225,Prisha Chanda,"Good service, on time delivery.",Negative,2,2025-02-02 07:15:30
8001,8863,Tushar Amble,"Package was late, no update from driver.",Negative,4,2025-04-27 18:32:10
8002,7654,Riya Mander,Package cancelled due to stock issue.,Neutral,5,2025-01-19 12:53:47
8003,7298,Sara Kar,"Delivery never came, wrong address issue.",Positive,5,2025-05-24 00:11:39
8004,9286,Tara Shroff,Package cancelled due to stock issue.,Neutral,2,2025-06-10 07:05:41
8005,7806,Mehul Banik,Driver was polite but package was delayed.,Negative,2,2025-06-11 14:01:44
8006,8778,Miraya Chakraborty,"Good service, on time delivery.",Neutral,1,2025-06-05 17:38:07
8007,6203,Romil Luthra,"Package was late, no update from driver.",Negative,5,2025-05-27 14:10:34
8008,6191,Damini Kala,"Delivery never came, wrong address issue.",Neutral,5,2025-03-30 02:05:15
8009,5048,Kimaya Soni,Package cancelled due to stock issue.,Negative,5,2025-02-23 10:01:39
8010,9451,Jivika Mani,Package cancelled due to stock issue.,Positive,4,2025-03-06 06:19:00
8011,8804,Nitara Manne,Driver was polite but package was delayed.,Neutral,3,2025-01-25 13:26:58
8012,9402,Stuvan Garg,Package cancelled due to stock issue.,Negative,3,2025-04-21 16:26:35
8013,1978,Hunar Chacko,"Package was late, no update from driver.",Negative,4,2025-08-26 02:40:11
8014,1273,Nitara Venkatesh,Driver was polite but package was delayed.,Negative,5,2025-05-24 04:55:22
8015,4553,Vihaan Barad,"Good service, on time delivery.",Positive,5,2025-07-04 05:19:05
8016,2924,Drishya Iyengar,"Package was late, no update from driver.",Neutral,1,2025-06-25 22:52:44
8017,9419,Samiha Anne,"Delivery never came, wrong address issue.",Positive,1,2025-02-06 06:47:45
8018,4045,Kanav Bhargava,"Package was late, no update from driver.",Negative,2,2025-01-01 11:56:40
8019,4047,Saanvi Solanki,"Good service, on time delivery.",Positive,1,2025-03-30 21:20:01
8020,8004,Indrans Sawhney,"Good service, on time delivery.",Neutral,5,2025-02-14 16:14:24
8021,6022,Shanaya Wason,Driver was polite but package was delayed.,Negative,1,2025-02-16 03:25:50
8022,4923,Lakshit Kapur,Driver was polite but package was delayed.,Positive,4,2025-07-06 19:22:38
8023,4529,Nirvi Vasa,Package cancelled due to stock issue.,Neutral,5,2025-05-28 06:04:14
8024,50,Alia Aggarwal,Package cancelled due to stock issue.,Negative,2,2025-07-11 09:13:54
8025,2170,Shayak Loyal,"Delivery never came, wrong address issue.",Positive,1,2025-06-04 02:55:07
8026,2177,Tejas Kadakia,"Package was late, no update from driver.",Negative,2,2025-08-06 21:53:57
8027,3608,Raunak Balay,"Good service, on time delivery.",Positive,4,2025-01-04 21:45:42
8028,2825,Baiju Borde,"Good service, on time delivery.",Neutral,2,2025-07-28 07:28:56
8029,7096,Heer Dhar,Driver was polite but package was delayed.,Neutral,2,2025-05-30 08:44:12
8030,3250,Drishya Kanda,"Good service, on time delivery.",Negative,4,2025-06-10 17:09:56
8031,3545,Vivaan Seth,Driver was polite but package was delayed.,Negative,3,2025-04-07 05:55:58
8032,1222,Indranil Karnik,Driver was polite but package was delayed.,Negative,2,2025-02-28 08:01:45
8033,9351,Vritika Comar,"Delivery never came, wrong address issue.",Positive,4,2025-08-27 13:22:00
8034,4382,Vanya Saraf,"Delivery never came, wrong address issue.",Positive,1,2025-02-11 19:54:40
8035,9696,Advika Sathe,"Package was late, no update from driver.",Neutral,4,2025-08-22 01:18:13
8036,1855,Ela Kuruvilla,"Good service, on time delivery.",Neutral,3,2025-01-31 01:28:12
8037,1984,Zaina Ganguly,Package cancelled due to stock issue.,Positive,5,2025-03-03 16:28:48
8038,7301,Taimur Shanker,"Good service, on time delivery.",Positive,2,2025-03-29 17:05:19
8039,7094,Zain Bassi,"Package was late, no update from driver.",Neutral,3,2025-03-20 05:07:08
8040,5428,Ryan Sane,"Delivery never came, wrong address issue.",Negative,5,2025-07-05 00:01:48
8041,6933,Mamooty Sanghvi,"Good service, on time delivery.",Neutral,2,2025-07-26 17:57:19
8042,6308,Baiju Sharma,"Good service, on time delivery.",Negative,4,2025-05-22 13:32:25
8043,9294,Nayantara Talwar,"Good service, on time delivery.",Neutral,5,2025-02-07 21:11:09
8044,2576,Zara Dada,Driver was polite but package was delayed.,Neutral,4,2025-03-25 01:01:05
8045,828,Dishani Dugar,Package cancelled due to stock issue.,Negative,4,2025-02-23 05:49:45
8046,4990,Bhamini Rege,Package cancelled due to stock issue.,Neutral,4,2025-03-24 21:32:56
8047,4308,Anaya Bath,"Package was late, no update from driver.",Positive,4,2025-05-07 18:14:10
8048,5961,Gatik Kant,Driver was polite but package was delayed.,Positive,4,2025-01-31 06:09:14
8049,6295,Yashvi Kata,Package cancelled due to stock issue.,Neutral,1,2025-04-22 01:53:59
8050,6316,Yuvraj  Kurian,"Package was late, no update from driver.",Positive,4,2025-08-05 09:15:19
8051,5122,Aarush Buch,"Delivery never came, wrong address issue.",Positive,1,2025-02-18 21:11:24
8052,6995,Divij Mani,"Package was late, no update from driver.",Negative,2,2025-03-12 07:54:57
8053,231,Urvi Gokhale,Package cancelled due to stock issue.,Positive,4,2025-07-20 11:04:41
8054,3587,Dhruv Ravi,"Package was late, no update from driver.",Positive,5,2025-01-11 00:30:24
8055,4405,Aradhya Barad,"Good service, on time delivery.",Positive,5,2025-02-02 11:05:48
8056,2610,Tarini Sarkar,"Package was late, no update from driver.",Negative,2,2025-02-26 05:48:47
8057,1048,Nirvi Bera,"Delivery never came, wrong address issue.",Neutral,1,2025-01-26 21:37:41
8058,3931,Reyansh Edwin,Package cancelled due to stock issue.,Neutral,5,2025-04-07 09:19:18
8059,6148,Zaina Gera,"Delivery never came, wrong address issue.",Neutral,3,2025-02-28 18:20:00
8060,653,Nitya Shah,"Delivery never came, wrong address issue.",Positive,2,2025-08-05 11:54:24
8061,9168,Jhanvi Subramaniam,"Package was late, no update from driver.",Neutral,4,2025-06-02 22:28:13
8062,2118,Kismat Goda,"Delivery never came, wrong address issue.",Positive,5,2025-06-24 10:53:50
8063,4356,Mehul Kibe,Driver was polite but package was delayed.,Negative,1,2025-03-27 23:07:10
8064,9728,Shanaya Ramakrishnan,"Package was late, no update from driver.",Positive,1,2025-06-07 16:19:46
8065,8403,Neysa Soman,"Delivery never came, wrong address issue.",Positive,5,2025-06-28 10:13:30
8066,1736,Yuvaan Varkey,"Package was late, no update from driver.",Neutral,3,2025-08-16 20:27:42
8067,6472,Sumer Upadhyay,Driver was polite but package was delayed.,Neutral,1,2025-02-01 05:41:36
8068,5525,Shayak Dugar,"Good service, on time delivery.",Neutral,3,2025-08-19 06:07:46
8069,5940,Aarush Chowdhury,"Package was late, no update from driver.",Neutral,4,2025-03-03 07:16:41
8070,9884,Hiran Zacharia,"Good service, on time delivery.",Negative,2,2025-05-25 22:27:11
8071,5442,Jhanvi Kamdar,Driver was polite but package was delayed.,Negative,1,2025-03-29 00:12:03
8072,2932,Pranay Ben,Package cancelled due to stock issue.,Neutral,2,2025-05-08 03:33:06
8073,3110,Seher Karan,Package cancelled due to stock issue.,Negative,5,2025-09-08 09:41:00
8074,3965,Badal Mallick,"Package was late, no update from driver.",Negative,1,2025-08-24 10:32:50
8075,8568,Renee Magar,Driver was polite but package was delayed.,Neutral,3,2025-02-03 16:13:39
8076,4377,Nakul Varma,Package cancelled due to stock issue.,Negative,3,2025-07-16 00:02:09
8077,8472,Siya Srinivasan,"Good service, on time delivery.",Neutral,5,2025-05-28 14:41:16
8078,2377,Adah Sarma,Package cancelled due to stock issue.,Neutral,5,2025-07-23 02:25:57
8079,4444,Manjari Subramaniam,"Package was late, no update from driver.",Neutral,2,2025-01-20 14:54:06
8080,4183,Ishita Mahajan,"Good service, on time delivery.",Negative,1,2025-02-25 03:19:31
8081,8823,Shlok Krish,"Package was late, no update from driver.",Neutral,4,2025-07-21 17:34:52
8082,6924,Ivan Baria,"Package was late, no update from driver.",Negative,5,2025-04-01 12:06:08
8083,5596,Navya Srinivas,Package cancelled due to stock issue.,Neutral,1,2025-08-11 17:04:23
8084,4289,Amira Gala,"Good service, on time delivery.",Positive,1,2025-02-09 00:54:06
8085,683,Armaan Kannan,Package cancelled due to stock issue.,Neutral,1,2025-01-09 01:03:11
8086,6606,Yakshit Tella,Package cancelled due to stock issue.,Negative,2,2025-03-01 01:26:14
